1186,VLAN-1186,10.3.186.0,255.255.255.0,10.3.186.1,Internal-Database,DC-Central Illinois,Infrastructure subnet for Internal-Database workloads in DC,18 servers assigned,No,10.3.100.5,10.3.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,12,4.7
1187,VLAN-1187,10.2.187.0,255.255.255.0,10.2.187.1,Internal-Staging,DC-West Oregon,Infrastructure subnet for Internal-Staging workloads in DC,8 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,1,0.4
1188,VLAN-1188,10.2.188.0,255.255.255.0,10.2.188.1,Backup,DC-West Oregon,Infrastructure subnet for Backup workloads in DC,8 servers assigned,No,10.2.100.5,10.2.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,7,2.8
1189,VLAN-1189,10.2.189.0,255.255.255.0,10.2.189.1,Internal-Database,DC-West Oregon,Infrastructure subnet for Internal-Database workloads in DC,9 servers assigned,No,10.2.100.5,10.2.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,25,9.8
1190,VLAN-1190,10.3.190.0,255.255.255.0,10.3.190.1,DR-Replication,DC-Central Illinois,Infrastructure subnet for DR-Replication workloads in DC,4 servers assigned,No,10.3.100.5,10.3.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,19,7.5
1191,VLAN-1191,10.3.191.0,255.255.255.0,10.3.191.1,Internal-Database,DC-Central Illinois,Infrastructure subnet for Internal-Database workloads in DC,18 servers assigned,No,10.3.100.5,10.3.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,24,9.4
1192,VLAN-1192,10.1.192.0,255.255.255.0,10.1.192.1,Internal-Staging,DC-East Virginia,Infrastructure subnet for Internal-Staging workloads in DC,4 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,24,9.4
1193,VLAN-1193,10.2.193.0,255.255.255.0,10.2.193.1,Storage,DC-West Oregon,Infrastructure subnet for Storage workloads in DC,8 servers assigned,No,10.2.100.5,10.2.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,7,2.8
1194,VLAN-1194,10.2.194.0,255.255.255.0,10.2.194.1,QA-Testing,DC-West Oregon,Infrastructure subnet for QA-Testing workloads in DC,24 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,13,5.1
1195,VLAN-1195,10.1.195.0,255.255.255.0,10.1.195.1,Internal-Development,DC-East Virginia,Infrastructure subnet for Internal-Development workloads in DC,23 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,21,8.3
1196,VLAN-1196,10.1.196.0,255.255.255.0,10.1.196.1,QA-Testing,DC-East Virginia,Infrastructure subnet for QA-Testing workloads in DC,12 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,26,10.2
1197,VLAN-1197,10.1.197.0,255.255.255.0,10.1.197.1,QA-Testing,DC-East Virginia,Infrastructure subnet for QA-Testing workloads in DC,23 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,17,6.7
1198,VLAN-1198,10.3.198.0,255.255.255.0,10.3.198.1,Backup,DC-Central Illinois,Infrastructure subnet for Backup workloads in DC,6 servers assigned,No,10.3.100.5,10.3.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,15,5.9
1199,VLAN-1199,10.1.199.0,255.255.255.0,10.1.199.1,DR-Replication,DC-East Virginia,Infrastructure subnet for DR-Replication workloads in DC,19 servers assigned,No,10.1.100.5,10.1.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,14,5.5
1200,VLAN-1200,10.1.200.0,255.255.255.0,10.1.200.1,Internal-Database,DC-East Virginia,Infrastructure subnet for Internal-Database workloads in DC,3 servers assigned,No,10.1.100.5,10.1.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,24,9.4
1201,VLAN-1201,10.2.201.0,255.255.255.0,10.2.201.1,DR-Replication,DC-West Oregon,Infrastructure subnet for DR-Replication workloads in DC,19 servers assigned,No,10.2.100.5,10.2.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,21,8.3
1202,VLAN-1202,10.2.202.0,255.255.255.0,10.2.202.1,Internal-Staging,DC-West Oregon,Infrastructure subnet for Internal-Staging workloads in DC,1 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,25,9.8
1203,VLAN-1203,10.1.203.0,255.255.255.0,10.1.203.1,Backup,DC-East Virginia,Infrastructure subnet for Backup workloads in DC,24 servers assigned,No,10.1.100.5,10.1.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,12,4.7
1204,VLAN-1204,10.2.204.0,255.255.255.0,10.2.204.1,Internal-Development,DC-West Oregon,Infrastructure subnet for Internal-Development workloads in DC,13 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,23,9.1
1205,VLAN-1205,10.1.205.0,255.255.255.0,10.1.205.1,Storage,DC-East Virginia,Infrastructure subnet for Storage workloads in DC,18 servers assigned,No,10.1.100.5,10.1.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,23,9.1
1206,VLAN-1206,10.1.206.0,255.255.255.0,10.1.206.1,Internal-Staging,DC-East Virginia,Infrastructure subnet for Internal-Staging workloads in DC,7 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,12,4.7
1207,VLAN-1207,10.2.207.0,255.255.255.0,10.2.207.1,DR-Replication,DC-West Oregon,Infrastructure subnet for DR-Replication workloads in DC,18 servers assigned,No,10.2.100.5,10.2.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,22,8.7
1208,VLAN-1208,10.3.208.0,255.255.255.0,10.3.208.1,Management,DC-Central Illinois,Infrastructure subnet for Management workloads in DC,9 servers assigned,No,10.3.100.5,10.3.100.6,FW-MANAGEMENT-STD,ACL-MANAGEMENT-TIER,254,28,11.0
1209,VLAN-1209,10.2.209.0,255.255.255.0,10.2.209.1,DMZ,DC-West Oregon,Infrastructure subnet for DMZ workloads in DC,3 servers assigned,No,10.2.100.5,10.2.100.6,FW-DMZ-STD,ACL-DMZ-TIER,254,6,2.4
1210,VLAN-1210,10.3.210.0,255.255.255.0,10.3.210.1,Management,DC-Central Illinois,Infrastructure subnet for Management workloads in DC,22 servers assigned,No,10.3.100.5,10.3.100.6,FW-MANAGEMENT-STD,ACL-MANAGEMENT-TIER,254,28,11.0
1211,VLAN-1211,10.3.211.0,255.255.255.0,10.3.211.1,Storage,DC-Central Illinois,Infrastructure subnet for Storage workloads in DC,6 servers assigned,No,10.3.100.5,10.3.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,10,3.9
1212,VLAN-1212,10.1.212.0,255.255.255.0,10.1.212.1,Monitoring,DC-East Virginia,Infrastructure subnet for Monitoring workloads in DC,8 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,12,4.7
1213,VLAN-1213,10.1.213.0,255.255.255.0,10.1.213.1,DR-Replication,DC-East Virginia,Infrastructure subnet for DR-Replication workloads in DC,21 servers assigned,No,10.1.100.5,10.1.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,25,9.8
1214,VLAN-1214,10.2.214.0,255.255.255.0,10.2.214.1,Monitoring,DC-West Oregon,Infrastructure subnet for Monitoring workloads in DC,8 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,11,4.3
1215,VLAN-1215,10.3.215.0,255.255.255.0,10.3.215.1,Internal-Database,DC-Central Illinois,Infrastructure subnet for Internal-Database workloads in DC,24 servers assigned,No,10.3.100.5,10.3.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,11,4.3
1216,VLAN-1216,10.1.216.0,255.255.255.0,10.1.216.1,Backup,DC-East Virginia,Infrastructure subnet for Backup workloads in DC,15 servers assigned,No,10.1.100.5,10.1.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,19,7.5
1217,VLAN-1217,10.3.217.0,255.255.255.0,10.3.217.1,Internal-Development,DC-Central Illinois,Infrastructure subnet for Internal-Development workloads in DC,16 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,19,7.5
1218,VLAN-1218,10.2.218.0,255.255.255.0,10.2.218.1,Backup,DC-West Oregon,Infrastructure subnet for Backup workloads in DC,25 servers assigned,No,10.2.100.5,10.2.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,30,11.8
1219,VLAN-1219,10.3.219.0,255.255.255.0,10.3.219.1,QA-Testing,DC-Central Illinois,Infrastructure subnet for QA-Testing workloads in DC,8 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,8,3.1
1220,VLAN-1220,10.1.220.0,255.255.255.0,10.1.220.1,Monitoring,DC-East Virginia,Infrastructure subnet for Monitoring workloads in DC,3 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,22,8.7
1221,VLAN-1221,10.1.221.0,255.255.255.0,10.1.221.1,Internal-Staging,DC-East Virginia,Infrastructure subnet for Internal-Staging workloads in DC,25 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,28,11.0
1222,VLAN-1222,10.2.222.0,255.255.255.0,10.2.222.1,Internal-Database,DC-West Oregon,Infrastructure subnet for Internal-Database workloads in DC,14 servers assigned,No,10.2.100.5,10.2.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,9,3.5
1223,VLAN-1223,10.3.223.0,255.255.255.0,10.3.223.1,DMZ,DC-Central Illinois,Infrastructure subnet for DMZ workloads in DC,17 servers assigned,No,10.3.100.5,10.3.100.6,FW-DMZ-STD,ACL-DMZ-TIER,254,11,4.3
1224,VLAN-1224,10.2.224.0,255.255.255.0,10.2.224.1,Backup,DC-West Oregon,Infrastructure subnet for Backup workloads in DC,13 servers assigned,No,10.2.100.5,10.2.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,19,7.5
1225,VLAN-1225,10.2.225.0,255.255.255.0,10.2.225.1,Internal-Production,DC-West Oregon,Infrastructure subnet for Internal-Production workloads in DC,6 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_PRODUCTION-STD,ACL-INTERNAL_PRODUCTION-TIER,254,22,8.7
1226,VLAN-1226,10.2.226.0,255.255.255.0,10.2.226.1,Internal-Development,DC-West Oregon,Infrastructure subnet for Internal-Development workloads in DC,20 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,26,10.2
1227,VLAN-1227,10.1.227.0,255.255.255.0,10.1.227.1,Monitoring,DC-East Virginia,Infrastructure subnet for Monitoring workloads in DC,23 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,18,7.1
1228,VLAN-1228,10.1.228.0,255.255.255.0,10.1.228.1,Monitoring,DC-East Virginia,Infrastructure subnet for Monitoring workloads in DC,4 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,2,0.8
1229,VLAN-1229,10.1.229.0,255.255.255.0,10.1.229.1,DR-Replication,DC-East Virginia,Infrastructure subnet for DR-Replication workloads in DC,22 servers assigned,No,10.1.100.5,10.1.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,12,4.7
1230,VLAN-1230,10.3.230.0,255.255.255.0,10.3.230.1,DMZ,DC-Central Illinois,Infrastructure subnet for DMZ workloads in DC,3 servers assigned,No,10.3.100.5,10.3.100.6,FW-DMZ-STD,ACL-DMZ-TIER,254,7,2.8
1231,VLAN-1231,10.3.231.0,255.255.255.0,10.3.231.1,Internal-Production,DC-Central Illinois,Infrastructure subnet for Internal-Production workloads in DC,10 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-INTERNAL_PRODUCTION-STD,ACL-INTERNAL_PRODUCTION-TIER,254,2,0.8
1232,VLAN-1232,10.2.232.0,255.255.255.0,10.2.232.1,QA-Testing,DC-West Oregon,Infrastructure subnet for QA-Testing workloads in DC,14 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,26,10.2
1233,VLAN-1233,10.1.233.0,255.255.255.0,10.1.233.1,DR-Replication,DC-East Virginia,Infrastructure subnet for DR-Replication workloads in DC,19 servers assigned,No,10.1.100.5,10.1.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,2,0.8
1234,VLAN-1234,10.3.234.0,255.255.255.0,10.3.234.1,Management,DC-Central Illinois,Infrastructure subnet for Management workloads in DC,22 servers assigned,No,10.3.100.5,10.3.100.6,FW-MANAGEMENT-STD,ACL-MANAGEMENT-TIER,254,19,7.5
1235,VLAN-1235,10.1.235.0,255.255.255.0,10.1.235.1,Backup,DC-East Virginia,Infrastructure subnet for Backup workloads in DC,15 servers assigned,No,10.1.100.5,10.1.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,17,6.7
1236,VLAN-1236,10.2.236.0,255.255.255.0,10.2.236.1,Internal-Development,DC-West Oregon,Infrastructure subnet for Internal-Development workloads in DC,19 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,27,10.6
1237,VLAN-1237,10.2.237.0,255.255.255.0,10.2.237.1,Monitoring,DC-West Oregon,Infrastructure subnet for Monitoring workloads in DC,5 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,9,3.5
1238,VLAN-1238,10.3.238.0,255.255.255.0,10.3.238.1,Storage,DC-Central Illinois,Infrastructure subnet for Storage workloads in DC,20 servers assigned,No,10.3.100.5,10.3.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,21,8.3
1239,VLAN-1239,10.3.239.0,255.255.255.0,10.3.239.1,Internal-Database,DC-Central Illinois,Infrastructure subnet for Internal-Database workloads in DC,10 servers assigned,No,10.3.100.5,10.3.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,6,2.4
1240,VLAN-1240,10.2.240.0,255.255.255.0,10.2.240.1,Internal-Staging,DC-West Oregon,Infrastructure subnet for Internal-Staging workloads in DC,10 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,22,8.7
1241,VLAN-1241,10.3.241.0,255.255.255.0,10.3.241.1,QA-Testing,DC-Central Illinois,Infrastructure subnet for QA-Testing workloads in DC,11 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,17,6.7
1242,VLAN-1242,10.3.242.0,255.255.255.0,10.3.242.1,DR-Replication,DC-Central Illinois,Infrastructure subnet for DR-Replication workloads in DC,16 servers assigned,No,10.3.100.5,10.3.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,30,11.8
1243,VLAN-1243,10.3.243.0,255.255.255.0,10.3.243.1,Management,DC-Central Illinois,Infrastructure subnet for Management workloads in DC,6 servers assigned,No,10.3.100.5,10.3.100.6,FW-MANAGEMENT-STD,ACL-MANAGEMENT-TIER,254,30,11.8
1244,VLAN-1244,10.2.244.0,255.255.255.0,10.2.244.1,Monitoring,DC-West Oregon,Infrastructure subnet for Monitoring workloads in DC,18 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,17,6.7
1245,VLAN-1245,10.1.245.0,255.255.255.0,10.1.245.1,QA-Testing,DC-East Virginia,Infrastructure subnet for QA-Testing workloads in DC,2 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,12,4.7
1246,VLAN-1246,10.1.246.0,255.255.255.0,10.1.246.1,Internal-Staging,DC-East Virginia,Infrastructure subnet for Internal-Staging workloads in DC,10 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,30,11.8
1247,VLAN-1247,10.3.247.0,255.255.255.0,10.3.247.1,Internal-Development,DC-Central Illinois,Infrastructure subnet for Internal-Development workloads in DC,13 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,29,11.4
1248,VLAN-1248,10.3.248.0,255.255.255.0,10.3.248.1,Internal-Production,DC-Central Illinois,Infrastructure subnet for Internal-Production workloads in DC,5 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-INTERNAL_PRODUCTION-STD,ACL-INTERNAL_PRODUCTION-TIER,254,24,9.4
1249,VLAN-1249,10.3.249.0,255.255.255.0,10.3.249.1,DMZ,DC-Central Illinois,Infrastructure subnet for DMZ workloads in DC,15 servers assigned,No,10.3.100.5,10.3.100.6,FW-DMZ-STD,ACL-DMZ-TIER,254,6,2.4
1250,VLAN-1250,10.2.0.0,255.255.255.0,10.2.1.1,Management,DC-West Oregon,Infrastructure subnet for Management workloads in DC,7 servers assigned,No,10.2.100.5,10.2.100.6,FW-MANAGEMENT-STD,ACL-MANAGEMENT-TIER,254,7,2.8
1251,VLAN-1251,10.3.1.0,255.255.255.0,10.3.1.1,Backup,DC-Central Illinois,Infrastructure subnet for Backup workloads in DC,21 servers assigned,No,10.3.100.5,10.3.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,13,5.1
1252,VLAN-1252,10.2.2.0,255.255.255.0,10.2.2.1,QA-Testing,DC-West Oregon,Infrastructure subnet for QA-Testing workloads in DC,22 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,17,6.7
1253,VLAN-1253,10.3.3.0,255.255.255.0,10.3.3.1,Monitoring,DC-Central Illinois,Infrastructure subnet for Monitoring workloads in DC,14 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,9,3.5
1254,VLAN-1254,10.2.4.0,255.255.255.0,10.2.4.1,DR-Replication,DC-West Oregon,Infrastructure subnet for DR-Replication workloads in DC,15 servers assigned,No,10.2.100.5,10.2.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,16,6.3
1255,VLAN-1255,10.2.5.0,255.255.255.0,10.2.5.1,Storage,DC-West Oregon,Infrastructure subnet for Storage workloads in DC,7 servers assigned,No,10.2.100.5,10.2.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,3,1.2
1256,VLAN-1256,10.2.6.0,255.255.255.0,10.2.6.1,Monitoring,DC-West Oregon,Infrastructure subnet for Monitoring workloads in DC,18 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,14,5.5
1257,VLAN-1257,10.3.7.0,255.255.255.0,10.3.7.1,Storage,DC-Central Illinois,Infrastructure subnet for Storage workloads in DC,12 servers assigned,No,10.3.100.5,10.3.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,16,6.3
1258,VLAN-1258,10.3.8.0,255.255.255.0,10.3.8.1,Storage,DC-Central Illinois,Infrastructure subnet for Storage workloads in DC,6 servers assigned,No,10.3.100.5,10.3.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,28,11.0
1259,VLAN-1259,10.2.9.0,255.255.255.0,10.2.9.1,DR-Replication,DC-West Oregon,Infrastructure subnet for DR-Replication workloads in DC,24 servers assigned,No,10.2.100.5,10.2.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,13,5.1
1260,VLAN-1260,10.3.10.0,255.255.255.0,10.3.10.1,Internal-Production,DC-Central Illinois,Infrastructure subnet for Internal-Production workloads in DC,20 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-INTERNAL_PRODUCTION-STD,ACL-INTERNAL_PRODUCTION-TIER,254,17,6.7
1261,VLAN-1261,10.1.11.0,255.255.255.0,10.1.11.1,Internal-Staging,DC-East Virginia,Infrastructure subnet for Internal-Staging workloads in DC,11 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,4,1.6
1262,VLAN-1262,10.2.12.0,255.255.255.0,10.2.12.1,Backup,DC-West Oregon,Infrastructure subnet for Backup workloads in DC,25 servers assigned,No,10.2.100.5,10.2.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,20,7.9
1263,VLAN-1263,10.3.13.0,255.255.255.0,10.3.13.1,Storage,DC-Central Illinois,Infrastructure subnet for Storage workloads in DC,5 servers assigned,No,10.3.100.5,10.3.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,21,8.3
1264,VLAN-1264,10.3.14.0,255.255.255.0,10.3.14.1,QA-Testing,DC-Central Illinois,Infrastructure subnet for QA-Testing workloads in DC,7 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,17,6.7
1265,VLAN-1265,10.2.15.0,255.255.255.0,10.2.15.1,Management,DC-West Oregon,Infrastructure subnet for Management workloads in DC,23 servers assigned,No,10.2.100.5,10.2.100.6,FW-MANAGEMENT-STD,ACL-MANAGEMENT-TIER,254,21,8.3
1266,VLAN-1266,10.3.16.0,255.255.255.0,10.3.16.1,Internal-Database,DC-Central Illinois,Infrastructure subnet for Internal-Database workloads in DC,1 servers assigned,No,10.3.100.5,10.3.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,15,5.9
1267,VLAN-1267,10.3.17.0,255.255.255.0,10.3.17.1,QA-Testing,DC-Central Illinois,Infrastructure subnet for QA-Testing workloads in DC,6 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-QA_TESTING-STD,ACL-QA_TESTING-TIER,254,20,7.9
1268,VLAN-1268,10.3.18.0,255.255.255.0,10.3.18.1,Internal-Development,DC-Central Illinois,Infrastructure subnet for Internal-Development workloads in DC,24 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,4,1.6
1269,VLAN-1269,10.2.19.0,255.255.255.0,10.2.19.1,Backup,DC-West Oregon,Infrastructure subnet for Backup workloads in DC,5 servers assigned,No,10.2.100.5,10.2.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,25,9.8
1270,VLAN-1270,10.3.20.0,255.255.255.0,10.3.20.1,Backup,DC-Central Illinois,Infrastructure subnet for Backup workloads in DC,4 servers assigned,No,10.3.100.5,10.3.100.6,FW-BACKUP-STD,ACL-BACKUP-TIER,254,30,11.8
1271,VLAN-1271,10.3.21.0,255.255.255.0,10.3.21.1,Internal-Staging,DC-Central Illinois,Infrastructure subnet for Internal-Staging workloads in DC,24 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,22,8.7
1272,VLAN-1272,10.1.22.0,255.255.255.0,10.1.22.1,Storage,DC-East Virginia,Infrastructure subnet for Storage workloads in DC,20 servers assigned,No,10.1.100.5,10.1.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,16,6.3
1273,VLAN-1273,10.2.23.0,255.255.255.0,10.2.23.1,Internal-Production,DC-West Oregon,Infrastructure subnet for Internal-Production workloads in DC,20 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_PRODUCTION-STD,ACL-INTERNAL_PRODUCTION-TIER,254,30,11.8
1274,VLAN-1274,10.1.24.0,255.255.255.0,10.1.24.1,Internal-Development,DC-East Virginia,Infrastructure subnet for Internal-Development workloads in DC,18 servers assigned,Yes,10.1.100.5,10.1.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,5,2.0
1275,VLAN-1275,10.2.25.0,255.255.255.0,10.2.25.1,Internal-Database,DC-West Oregon,Infrastructure subnet for Internal-Database workloads in DC,3 servers assigned,No,10.2.100.5,10.2.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,21,8.3
1276,VLAN-1276,10.3.26.0,255.255.255.0,10.3.26.1,Internal-Production,DC-Central Illinois,Infrastructure subnet for Internal-Production workloads in DC,20 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-INTERNAL_PRODUCTION-STD,ACL-INTERNAL_PRODUCTION-TIER,254,17,6.7
1277,VLAN-1277,10.2.27.0,255.255.255.0,10.2.27.1,Storage,DC-West Oregon,Infrastructure subnet for Storage workloads in DC,23 servers assigned,No,10.2.100.5,10.2.100.6,FW-STORAGE-STD,ACL-STORAGE-TIER,254,20,7.9
1278,VLAN-1278,10.3.28.0,255.255.255.0,10.3.28.1,Internal-Staging,DC-Central Illinois,Infrastructure subnet for Internal-Staging workloads in DC,14 servers assigned,Yes,10.3.100.5,10.3.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,19,7.5
1279,VLAN-1279,10.3.29.0,255.255.255.0,10.3.29.1,Management,DC-Central Illinois,Infrastructure subnet for Management workloads in DC,16 servers assigned,No,10.3.100.5,10.3.100.6,FW-MANAGEMENT-STD,ACL-MANAGEMENT-TIER,254,15,5.9
1280,VLAN-1280,10.2.30.0,255.255.255.0,10.2.30.1,Internal-Staging,DC-West Oregon,Infrastructure subnet for Internal-Staging workloads in DC,1 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_STAGING-STD,ACL-INTERNAL_STAGING-TIER,254,22,8.7
1281,VLAN-1281,10.1.31.0,255.255.255.0,10.1.31.1,DR-Replication,DC-East Virginia,Infrastructure subnet for DR-Replication workloads in DC,22 servers assigned,No,10.1.100.5,10.1.100.6,FW-DR_REPLICATION-STD,ACL-DR_REPLICATION-TIER,254,25,9.8
1282,VLAN-1282,10.2.32.0,255.255.255.0,10.2.32.1,Internal-Development,DC-West Oregon,Infrastructure subnet for Internal-Development workloads in DC,12 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-INTERNAL_DEVELOPMENT-STD,ACL-INTERNAL_DEVELOPMENT-TIER,254,14,5.5
1283,VLAN-1283,10.1.33.0,255.255.255.0,10.1.33.1,Internal-Database,DC-East Virginia,Infrastructure subnet for Internal-Database workloads in DC,19 servers assigned,No,10.1.100.5,10.1.100.6,FW-INTERNAL_DATABASE-STD,ACL-INTERNAL_DATABASE-TIER,254,25,9.8
1284,VLAN-1284,10.2.34.0,255.255.255.0,10.2.34.1,Monitoring,DC-West Oregon,Infrastructure subnet for Monitoring workloads in DC,17 servers assigned,Yes,10.2.100.5,10.2.100.6,FW-MONITORING-STD,ACL-MONITORING-TIER,254,23,9.1
