INC-2024-1657,2024-02-04 00:00:00,2024-02-04 00:00:00,P3,Application Software,SRV-E-030,E-Commerce-Platform,Configuration Drift,Expanded swap partition to alleviate memory pressure,30,Single service degradation,Infrastructure Ops,Yes,Yes,Level 1,,No
INC-2024-1658,2024-08-27 00:00:00,2024-08-27 00:00:00,P3,Compute,SRV-E-101,Microservice-108,Hardware Fault,Restarted Docker containers,5,Single service degradation,Platform Engineering,Yes,Yes,Level 1,,No
INC-2024-1659,2024-07-15 00:00:00,2024-07-15 00:00:00,P2,Backup,SRV-C-021,Microservice-050,Kernel Panic,Reconfigured VLAN trunk ports,120,Multiple services degraded,Security Ops,Yes,No,Level 2,,Yes
INC-2024-1660,2024-11-30 00:00:00,2024-11-30 00:00:00,P4,Security,SRV-E-082,Microservice-088,Memory Leak,Cleared storage log partition to free up space,5,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0477,No
INC-2024-1661,2024-10-01 00:00:00,2024-10-01 00:00:00,P4,Backup,SRV-C-032,Microservice-089,Switch Port Flap,Reconfigured VLAN trunk ports,0,Internal operations affected,DevOps,Yes,Yes,Level 0,,No
INC-2024-1662,2024-11-23 00:00:00,2024-11-23 00:00:00,P3,Virtualization,SRV-W-100,Microservice-051,Hardware Fault,Applied emergency kernel patch,15,Single service degradation,Application Support,Yes,Yes,Level 1,CR-2024-0344,No
INC-2024-1663,2024-07-17 00:00:00,2024-07-17 00:00:00,P4,Virtualization,SRV-C-008,Microservice-097,Kernel Panic,Cleared storage log partition to free up space,5,Internal operations affected,Network Ops,Yes,Yes,Level 0,,No
INC-2024-1664,2024-02-18 00:00:00,2024-02-18 00:00:00,P3,Database,SRV-W-017,Microservice-047,Firmware Regression,Applied emergency kernel patch,30,Single service degradation,Platform Engineering,Yes,Yes,Level 1,,No
INC-2024-1665,2024-08-13 00:00:00,2024-08-13 00:00:00,P3,Virtualization,SRV-E-034,Microservice-099,Switch Port Flap,Reset IPMI controller firmware,0,Single service degradation,Application Support,Yes,Yes,Level 1,,No
INC-2024-1666,2024-04-15 00:00:00,2024-04-15 00:00:00,P4,Network,SRV-C-007,ProjectTracker,Switch Port Flap,Failover to database replication node,0,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0531,No
INC-2024-1667,2024-07-30 00:00:00,2024-07-30 00:00:00,P3,Security,SRV-E-154,Microservice-054,Disk Latency Spike,Rolled back application deployment to previous version,5,Single service degradation,Database Admin,Yes,Yes,Level 1,,No
INC-2024-1668,2024-11-04 00:00:00,2024-11-04 00:00:00,P4,Network,SRV-E-068,Microservice-119,Capacity Saturation,Restarted Docker containers,5,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0506,No
INC-2024-1669,2024-02-23 00:00:00,2024-02-23 00:00:00,P2,Virtualization,SRV-E-021,Microservice-102,Expired Certificate,Updated local SSL/TLS certificate chain,0,Multiple services degraded,Network Ops,Yes,Yes,Level 2,CR-2024-0598,Yes
INC-2024-1670,2024-02-03 00:00:00,2024-02-03 00:00:00,P4,Storage,SRV-W-032,VPN-Gateway,Configuration Drift,Rolled back application deployment to previous version,0,Internal operations affected,Network Ops,Yes,Yes,Level 0,,No
INC-2024-1671,2024-10-23 00:00:00,2024-10-23 00:00:00,P4,Database,SRV-W-146,SecuritySIEM,Capacity Saturation,Restored data from local backup volume,0,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,,No
INC-2024-1672,2024-03-29 00:00:00,2024-03-29 00:00:00,P3,Application Software,SRV-E-034,Microservice-126,Capacity Saturation,Replaced faulty fiber patch cable,0,Single service degradation,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0573,No
INC-2024-1673,2024-10-08 00:00:00,2024-10-08 00:00:00,P4,Virtualization,SRV-E-100,Microservice-076,Configuration Drift,Updated IPS threat signatures and blocked attacking IP,30,Internal operations affected,Database Admin,No,Yes,Level 0,,No
INC-2024-1674,2024-09-25 00:00:00,2024-09-25 00:00:00,P4,Application Software,SRV-W-126,VPN-Gateway,Disk Latency Spike,Restarted Docker containers,10,Internal operations affected,Network Ops,Yes,Yes,Level 0,,No
INC-2024-1675,2024-10-01 00:00:00,2024-10-01 00:00:00,P4,Virtualization,SRV-E-166,Microservice-088,Human Error,Reconfigured VLAN trunk ports,10,Internal operations affected,Network Ops,Yes,Yes,Level 0,,No
INC-2024-1676,2024-10-15 00:00:00,2024-10-15 00:00:00,P4,Security,SRV-C-018,Microservice-123,Memory Leak,Migrated VM to alternate hypervisor host,0,Internal operations affected,Database Admin,Yes,Yes,Level 0,,No
INC-2024-1677,2024-03-27 00:00:00,2024-03-27 00:00:00,P4,Compute,SRV-E-098,Microservice-039,Switch Port Flap,Updated local SSL/TLS certificate chain,0,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0448,No
INC-2024-1678,2024-09-11 00:00:00,2024-09-11 00:00:00,P4,Backup,SRV-E-118,Microservice-094,Capacity Saturation,Restored data from local backup volume,0,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0355,No
INC-2024-1679,2024-08-29 00:00:00,2024-08-29 00:00:00,P2,Database,SRV-E-169,MobileApp-Backend,Software Bug,Applied emergency kernel patch,15,Multiple services degraded,Network Ops,Yes,Yes,Level 2,CR-2024-0109,Yes
INC-2024-1680,2024-08-18 00:00:00,2024-08-18 00:00:00,P4,Compute,SRV-E-092,Microservice-118,Software Bug,Replaced failed DIMM module,0,Internal operations affected,Platform Engineering,No,Yes,Level 0,CR-2024-0155,No
INC-2024-1681,2024-03-20 00:00:00,2024-03-20 00:00:00,P4,Network,SRV-E-143,Microservice-139,Firmware Regression,Applied emergency kernel patch,15,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0365,No
INC-2024-1682,2024-03-19 00:00:00,2024-03-19 00:00:00,P4,Network,SRV-E-069,Microservice-122,Memory Leak,Migrated VM to alternate hypervisor host,0,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0188,No
INC-2024-1683,2024-07-28 00:00:00,2024-07-28 00:00:00,P4,Storage,SRV-W-111,Microservice-079,DNS Resolution Failure,Replaced faulty fiber patch cable,0,Internal operations affected,DevOps,Yes,Yes,Level 0,CR-2024-0566,No
INC-2024-1684,2024-01-10 00:00:00,2024-01-10 00:00:00,P3,Virtualization,SRV-C-010,Microservice-072,Third Party Outage,Flushed DNS cache and restarted resolver,0,Single service degradation,Security Ops,Yes,Yes,Level 1,,No
INC-2024-1685,2024-06-01 00:00:00,2024-06-01 00:00:00,P4,Application Software,SRV-E-081,Microservice-079,DNS Resolution Failure,Replaced failed DIMM module,0,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1686,2024-07-25 00:00:00,2024-07-25 00:00:00,P3,Storage,SRV-W-045,Microservice-045,Human Error,Rebooted host operating system,10,Single service degradation,Database Admin,Yes,Yes,Level 1,,No
INC-2024-1687,2024-04-07 00:00:00,2024-04-07 00:00:00,P4,Storage,SRV-C-109,Microservice-072,Switch Port Flap,Replaced failed DIMM module,30,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,,No
INC-2024-1688,2024-03-13 00:00:00,2024-03-13 00:00:00,P4,Security,SRV-E-073,CustomerPortal,Memory Leak,Reconfigured load balancer session persistence,5,Internal operations affected,Network Ops,Yes,Yes,Level 0,,No
INC-2024-1689,2024-02-23 00:00:00,2024-02-23 00:00:00,P4,Database,SRV-E-186,Microservice-140,Kernel Panic,Restarted JVM application server process,0,Internal operations affected,DevOps,Yes,Yes,Level 0,CR-2024-0187,No
INC-2024-1690,2024-12-13 00:00:00,2024-12-13 00:00:00,P4,Virtualization,SRV-W-115,Microservice-061,Software Bug,Reconfigured VLAN trunk ports,0,Internal operations affected,Security Ops,Yes,Yes,Level 0,,No
INC-2024-1691,2024-11-05 00:00:00,2024-11-05 00:00:00,P4,Security,SRV-E-165,Microservice-045,Configuration Drift,Rebuilt RAID array from hot spare,10,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0477,No
INC-2024-1692,2024-11-15 00:00:00,2024-11-15 00:00:00,P4,Network,SRV-E-123,Microservice-136,Third Party Outage,Rebalanced storage pool across nodes,5,Internal operations affected,DevOps,Yes,Yes,Level 0,,No
INC-2024-1693,2024-07-16 00:00:00,2024-07-16 00:00:00,P4,Virtualization,SRV-W-129,Microservice-142,Configuration Drift,Rebuilt RAID array from hot spare,30,Internal operations affected,Security Ops,Yes,Yes,Level 0,,No
INC-2024-1694,2024-07-19 00:00:00,2024-07-19 00:00:00,P4,Storage,SRV-W-029,Microservice-037,Switch Port Flap,Reset IPMI controller firmware,0,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,,No
INC-2024-1695,2024-10-19 00:00:00,2024-10-19 00:00:00,P2,Virtualization,SRV-E-070,Microservice-087,Human Error,Rebooted host operating system,120,Multiple services degraded,Database Admin,Yes,No,Level 2,CR-2024-0227,Yes
INC-2024-1696,2024-06-23 00:00:00,2024-06-23 00:00:00,P3,Database,SRV-C-080,Microservice-081,Hardware Fault,Rolled back application deployment to previous version,0,Single service degradation,Security Ops,Yes,Yes,Level 1,CR-2024-0388,No
INC-2024-1697,2024-11-14 00:00:00,2024-11-14 00:00:00,P4,Network,SRV-E-145,Microservice-140,Human Error,Reset IPMI controller firmware,0,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,,No
INC-2024-1698,2024-08-04 00:00:00,2024-08-04 00:00:00,P2,Network,SRV-C-022,Microservice-051,Memory Leak,Restored data from local backup volume,15,Multiple services degraded,Application Support,Yes,Yes,Level 2,,Yes
INC-2024-1699,2024-07-06 00:00:00,2024-07-06 00:00:00,P4,Storage,SRV-E-076,Microservice-129,Disk Latency Spike,Replaced faulty fiber patch cable,0,Internal operations affected,DevOps,Yes,Yes,Level 0,,No
INC-2024-1700,2024-01-05 00:00:00,2024-01-05 00:00:00,P4,Storage,SRV-W-013,Microservice-142,Kernel Panic,Rebooted host operating system,0,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0467,No
INC-2024-1701,2024-03-28 00:00:00,2024-03-28 00:00:00,P4,Storage,SRV-C-074,Microservice-087,Human Error,Reconfigured VLAN trunk ports,30,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,,No
INC-2024-1702,2024-03-01 00:00:00,2024-03-01 00:00:00,P4,Backup,SRV-W-095,Microservice-037,Switch Port Flap,Rebuilt RAID array from hot spare,10,Internal operations affected,Network Ops,No,Yes,Level 0,CR-2024-0311,No
INC-2024-1703,2024-04-17 00:00:00,2024-04-17 00:00:00,P4,Network,SRV-W-123,Microservice-042,Human Error,Rebalanced storage pool across nodes,0,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0580,No
INC-2024-1704,2024-09-06 00:00:00,2024-09-06 00:00:00,P3,Storage,SRV-E-003,Microservice-134,DNS Resolution Failure,Flushed DNS cache and restarted resolver,0,Single service degradation,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0113,No
INC-2024-1705,2024-05-17 00:00:00,2024-05-17 00:00:00,P2,Database,SRV-W-110,Microservice-078,Capacity Saturation,Applied emergency kernel patch,0,Multiple services degraded,Platform Engineering,Yes,Yes,Level 2,CR-2024-0437,Yes
INC-2024-1706,2024-05-17 00:00:00,2024-05-17 00:00:00,P3,Storage,SRV-E-189,Microservice-074,Disk Latency Spike,Reconfigured VLAN trunk ports,5,Single service degradation,Security Ops,Yes,Yes,Level 1,CR-2024-0427,No
INC-2024-1707,2024-03-20 00:00:00,2024-03-20 00:00:00,P3,Storage,SRV-E-151,Microservice-103,Human Error,Updated IPS threat signatures and blocked attacking IP,15,Single service degradation,Database Admin,Yes,Yes,Level 1,CR-2024-0291,No
INC-2024-1708,2024-12-06 00:00:00,2024-12-06 00:00:00,P4,Application Software,SRV-W-022,CustomerPortal,Firmware Regression,Rebalanced storage pool across nodes,5,Internal operations affected,DevOps,Yes,Yes,Level 0,,No
INC-2024-1709,2024-10-22 00:00:00,2024-10-22 00:00:00,P3,Storage,SRV-W-099,Microservice-044,Disk Latency Spike,Replaced failed DIMM module,0,Single service degradation,Cloud Ops,Yes,Yes,Level 1,,No
INC-2024-1710,2024-01-10 00:00:00,2024-01-10 00:00:00,P2,Compute,SRV-W-086,Microservice-053,Third Party Outage,Failover to database replication node,45,Multiple services degraded,Infrastructure Ops,Yes,Yes,Level 2,,Yes
INC-2024-1711,2024-06-27 00:00:00,2024-06-27 00:00:00,P3,Compute,SRV-C-018,Microservice-149,Software Bug,Replaced faulty fiber patch cable,5,Single service degradation,Platform Engineering,No,Yes,Level 1,CR-2024-0263,No
INC-2024-1712,2024-05-05 00:00:00,2024-05-05 00:00:00,P4,Virtualization,SRV-E-188,Microservice-080,Expired Certificate,Reconfigured VLAN trunk ports,10,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0107,No
INC-2024-1713,2024-05-02 00:00:00,2024-05-02 00:00:00,P3,Database,SRV-C-054,SecuritySIEM,Human Error,Applied emergency kernel patch,0,Single service degradation,Application Support,Yes,Yes,Level 1,CR-2024-0460,No
INC-2024-1714,2024-12-10 00:00:00,2024-12-10 00:00:00,P4,Database,SRV-W-013,Microservice-099,Human Error,Updated IPS threat signatures and blocked attacking IP,0,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,,No
INC-2024-1715,2024-02-19 00:00:00,2024-02-19 00:00:00,P4,Application Software,SRV-C-049,Microservice-089,Human Error,Flushed DNS cache and restarted resolver,5,Internal operations affected,Network Ops,Yes,Yes,Level 0,,No
INC-2024-1716,2024-11-26 00:00:00,2024-11-26 00:00:00,P4,Security,SRV-E-200,Microservice-149,Capacity Saturation,Replaced faulty fiber patch cable,30,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0152,No
INC-2024-1717,2024-01-26 00:00:00,2024-01-26 00:00:00,P4,Database,SRV-E-157,Microservice-143,Disk Latency Spike,Replaced failed DIMM module,0,Internal operations affected,Network Ops,Yes,Yes,Level 0,,No
INC-2024-1718,2024-03-21 00:00:00,2024-03-21 00:00:00,P4,Application Software,SRV-E-063,MobileApp-Backend,Hardware Fault,Restored data from local backup volume,10,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1719,2024-11-27 00:00:00,2024-11-27 00:00:00,P3,Storage,SRV-W-024,Microservice-142,Software Bug,Updated local SSL/TLS certificate chain,0,Single service degradation,Network Ops,Yes,Yes,Level 1,CR-2024-0393,No
INC-2024-1720,2024-10-24 00:00:00,2024-10-24 00:00:00,P3,Virtualization,SRV-E-187,Microservice-094,Configuration Drift,Replaced faulty fiber patch cable,0,Single service degradation,Application Support,Yes,Yes,Level 1,CR-2024-0194,No
INC-2024-1721,2024-03-03 00:00:00,2024-03-03 00:00:00,P4,Backup,SRV-C-107,Microservice-081,Disk Latency Spike,Cleared storage log partition to free up space,0,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,CR-2024-0193,No
INC-2024-1722,2024-02-15 00:00:00,2024-02-15 00:00:00,P3,Storage,SRV-C-112,Microservice-064,Human Error,Restarted Docker containers,5,Single service degradation,Security Ops,Yes,Yes,Level 1,,No
INC-2024-1723,2024-09-08 00:00:00,2024-09-08 00:00:00,P3,Security,SRV-E-192,Microservice-065,Kernel Panic,Replaced failed DIMM module,0,Single service degradation,Database Admin,Yes,Yes,Level 1,CR-2024-0594,No
INC-2024-1724,2024-10-04 00:00:00,2024-10-04 00:00:00,P4,Storage,SRV-E-064,LDAP-Directory,Switch Port Flap,Reconfigured VLAN trunk ports,15,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,CR-2024-0566,No
INC-2024-1725,2024-03-01 00:00:00,2024-03-01 00:00:00,P3,Network,SRV-W-087,Microservice-121,DNS Resolution Failure,Rolled back application deployment to previous version,0,Single service degradation,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0189,No
INC-2024-1726,2024-01-14 00:00:00,2024-01-14 00:00:00,P4,Backup,SRV-W-050,Microservice-130,Human Error,Rebuilt RAID array from hot spare,10,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,,No
INC-2024-1727,2024-07-03 00:00:00,2024-07-03 00:00:00,P3,Application Software,SRV-E-083,Microservice-037,Power Supply Degradation,Rebooted host operating system,0,Single service degradation,DevOps,Yes,Yes,Level 1,CR-2024-0435,No
INC-2024-1728,2024-05-03 00:00:00,2024-05-03 00:00:00,P1,Virtualization,SRV-E-172,Microservice-103,Firmware Regression,Rebuilt RAID array from hot spare,15,Enterprise wide outage,Application Support,Yes,Yes,Level 3,CR-2024-0399,Yes
INC-2024-1729,2024-12-06 00:00:00,2024-12-06 00:00:00,P3,Compute,SRV-C-018,Microservice-039,Human Error,Restarted Docker containers,30,Single service degradation,Application Support,Yes,Yes,Level 1,CR-2024-0121,No
INC-2024-1730,2024-07-03 00:00:00,2024-07-03 00:00:00,P2,Virtualization,SRV-E-095,DocumentMgmt,Power Supply Degradation,Cleared storage log partition to free up space,240,Multiple services degraded,Database Admin,Yes,No,Level 2,CR-2024-0354,Yes
INC-2024-1731,2024-08-14 00:00:00,2024-08-14 00:00:00,P3,Database,SRV-E-032,Microservice-137,Switch Port Flap,Reconfigured load balancer session persistence,0,Single service degradation,DevOps,Yes,Yes,Level 1,CR-2024-0567,No
INC-2024-1732,2024-12-06 00:00:00,2024-12-06 00:00:00,P4,Security,SRV-E-192,Microservice-147,Human Error,Restored data from local backup volume,10,Internal operations affected,Database Admin,Yes,Yes,Level 0,,No
INC-2024-1733,2024-03-27 00:00:00,2024-03-27 00:00:00,P4,Compute,SRV-W-064,Microservice-088,Power Supply Degradation,Restarted Docker containers,10,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,,No
INC-2024-1734,2024-10-05 00:00:00,2024-10-05 00:00:00,P3,Application Software,SRV-C-044,Microservice-144,Power Supply Degradation,Restored data from local backup volume,0,Single service degradation,Network Ops,Yes,Yes,Level 1,CR-2024-0246,No
INC-2024-1735,2024-07-11 00:00:00,2024-07-11 00:00:00,P4,Application Software,SRV-W-019,Microservice-098,Disk Latency Spike,Migrated VM to alternate hypervisor host,15,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,,No
INC-2024-1736,2024-01-06 00:00:00,2024-01-06 00:00:00,P3,Virtualization,SRV-C-101,Microservice-084,Hardware Fault,Rebooted host operating system,0,Single service degradation,Cloud Ops,Yes,Yes,Level 1,,No
INC-2024-1737,2024-11-29 00:00:00,2024-11-29 00:00:00,P4,Backup,SRV-W-012,Microservice-036,Power Supply Degradation,Rebuilt RAID array from hot spare,0,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,,No
INC-2024-1738,2024-12-06 00:00:00,2024-12-06 00:00:00,P4,Storage,SRV-E-133,E-Commerce-Platform,Software Bug,Restarted Docker containers,0,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,,No
INC-2024-1739,2024-09-27 00:00:00,2024-09-27 00:00:00,P3,Backup,SRV-E-189,Microservice-144,Power Supply Degradation,Rebalanced storage pool across nodes,15,Single service degradation,Platform Engineering,Yes,Yes,Level 1,CR-2024-0536,No
INC-2024-1740,2024-08-31 00:00:00,2024-08-31 00:00:00,P3,Storage,SRV-E-125,Microservice-120,Human Error,Rebuilt RAID array from hot spare,0,Single service degradation,Application Support,Yes,Yes,Level 1,CR-2024-0106,No
INC-2024-1741,2024-05-15 00:00:00,2024-05-15 00:00:00,P4,Security,SRV-E-160,Microservice-095,Expired Certificate,Updated local SSL/TLS certificate chain,0,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,CR-2024-0115,No
INC-2024-1742,2024-06-24 00:00:00,2024-06-24 00:00:00,P4,Storage,SRV-W-060,SecuritySIEM,Expired Certificate,Restarted Docker containers,0,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1743,2024-09-12 00:00:00,2024-09-12 00:00:00,P3,Virtualization,SRV-W-066,Microservice-059,Configuration Drift,Restored data from local backup volume,0,Single service degradation,Application Support,Yes,Yes,Level 1,,No
INC-2024-1744,2024-10-10 00:00:00,2024-10-10 00:00:00,P4,Storage,SRV-E-086,MonitoringDashboard,Configuration Drift,Updated IPS threat signatures and blocked attacking IP,0,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1745,2024-09-07 00:00:00,2024-09-07 00:00:00,P4,Network,SRV-W-109,Microservice-057,Power Supply Degradation,Rebooted host operating system,30,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0343,No
INC-2024-1746,2024-03-11 00:00:00,2024-03-11 00:00:00,P3,Compute,SRV-E-135,Microservice-047,Disk Latency Spike,Restarted JVM application server process,0,Single service degradation,DevOps,Yes,Yes,Level 1,CR-2024-0354,No
INC-2024-1747,2024-07-28 00:00:00,2024-07-28 00:00:00,P3,Backup,SRV-W-148,DNS-Primary,Human Error,Reset IPMI controller firmware,0,Single service degradation,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0398,No
INC-2024-1748,2024-12-03 00:00:00,2024-12-03 00:00:00,P3,Compute,SRV-E-070,Microservice-145,Power Supply Degradation,Reconfigured load balancer session persistence,15,Single service degradation,Database Admin,Yes,Yes,Level 1,CR-2024-0507,No
INC-2024-1749,2024-05-05 00:00:00,2024-05-05 00:00:00,P4,Backup,SRV-E-118,Microservice-117,DNS Resolution Failure,Failover to database replication node,15,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0226,No
INC-2024-1750,2024-11-29 00:00:00,2024-11-29 00:00:00,P4,Database,SRV-C-094,Microservice-109,Expired Certificate,Restored data from local backup volume,10,Internal operations affected,DevOps,Yes,Yes,Level 0,,No
INC-2024-1751,2024-10-18 00:00:00,2024-10-18 00:00:00,P3,Security,SRV-W-141,HR-Portal,Expired Certificate,Migrated VM to alternate hypervisor host,30,Single service degradation,Cloud Ops,Yes,Yes,Level 1,,No
INC-2024-1752,2024-03-31 00:00:00,2024-03-31 00:00:00,P4,Database,SRV-W-066,Microservice-055,Software Bug,Restarted Docker containers,0,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 0,CR-2024-0167,No
INC-2024-1753,2024-02-01 00:00:00,2024-02-01 00:00:00,P4,Storage,SRV-W-124,Microservice-082,Capacity Saturation,Reconfigured VLAN trunk ports,15,Internal operations affected,Network Ops,No,Yes,Level 0,CR-2024-0312,No
INC-2024-1754,2024-07-01 00:00:00,2024-07-01 00:00:00,P4,Database,SRV-E-065,Microservice-074,DNS Resolution Failure,Restored data from local backup volume,0,Internal operations affected,Cloud Ops,No,Yes,Level 0,CR-2024-0184,No
INC-2024-1755,2024-01-19 00:00:00,2024-01-19 00:00:00,P4,Backup,SRV-W-038,Microservice-078,Expired Certificate,Restored data from local backup volume,15,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0497,No
INC-2024-1756,2024-06-06 00:00:00,2024-06-06 00:00:00,P2,Compute,SRV-E-095,Microservice-093,Switch Port Flap,Replaced faulty fiber patch cable,15,Multiple services degraded,Network Ops,Yes,Yes,Level 2,CR-2024-0254,Yes
INC-2024-1757,2024-10-03 00:00:00,2024-10-03 00:00:00,P3,Compute,SRV-E-146,Microservice-043,Capacity Saturation,Rebalanced storage pool across nodes,0,Single service degradation,Application Support,Yes,Yes,Level 1,,No
INC-2024-1758,2024-02-18 00:00:00,2024-02-18 00:00:00,P4,Storage,SRV-E-163,Microservice-059,DNS Resolution Failure,Rolled back application deployment to previous version,0,Internal operations affected,DevOps,Yes,Yes,Level 0,,No
INC-2024-1759,2024-12-16 00:00:00,2024-12-16 00:00:00,P4,Compute,SRV-C-070,Microservice-066,Human Error,Replaced failed DIMM module,5,Internal operations affected,Database Admin,Yes,Yes,Level 0,,No
INC-2024-1760,2024-05-29 00:00:00,2024-05-29 00:00:00,P4,Network,SRV-C-020,LDAP-Directory,Switch Port Flap,Reconfigured VLAN trunk ports,5,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,,No
INC-2024-1761,2024-08-02 00:00:00,2024-08-02 00:00:00,P4,Compute,SRV-E-071,LDAP-Directory,Switch Port Flap,Rolled back application deployment to previous version,0,Internal operations affected,Network Ops,Yes,Yes,Level 0,,No
INC-2024-1762,2024-04-16 00:00:00,2024-04-16 00:00:00,P3,Application Software,SRV-E-164,Microservice-075,Power Supply Degradation,Failover to database replication node,0,Single service degradation,Security Ops,Yes,Yes,Level 1,CR-2024-0414,No
INC-2024-1763,2024-02-11 00:00:00,2024-02-11 00:00:00,P4,Database,SRV-E-186,SupplyChainPro,Hardware Fault,Rebooted host operating system,0,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,,No
INC-2024-1764,2024-04-18 00:00:00,2024-04-18 00:00:00,P4,Network,SRV-E-105,Microservice-118,Memory Leak,Flushed DNS cache and restarted resolver,0,Internal operations affected,Network Ops,Yes,Yes,Level 0,,No
INC-2024-1765,2024-01-31 00:00:00,2024-01-31 00:00:00,P4,Security,SRV-E-167,Microservice-115,Hardware Fault,Cleared storage log partition to free up space,0,Internal operations affected,Security Ops,Yes,Yes,Level 0,,No
INC-2024-1766,2024-10-29 00:00:00,2024-10-29 00:00:00,P4,Database,SRV-E-070,Microservice-136,Firmware Regression,Reconfigured VLAN trunk ports,30,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
INC-2024-1767,2024-11-26 00:00:00,2024-11-26 00:00:00,P3,Security,SRV-E-061,Microservice-128,Power Supply Degradation,Rebuilt RAID array from hot spare,0,Single service degradation,Security Ops,No,Yes,Level 1,CR-2024-0136,No
INC-2024-1768,2024-04-22 00:00:00,2024-04-22 00:00:00,P3,Compute,SRV-C-048,Microservice-058,Human Error,Restored data from local backup volume,10,Single service degradation,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0161,No
INC-2024-1769,2024-08-12 00:00:00,2024-08-12 00:00:00,P4,Security,SRV-E-137,Microservice-137,Human Error,Replaced faulty fiber patch cable,0,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0162,No
INC-2024-1770,2024-05-19 00:00:00,2024-05-19 00:00:00,P3,Storage,SRV-E-007,Microservice-062,Human Error,Failover to database replication node,0,Single service degradation,Database Admin,Yes,Yes,Level 1,,No
INC-2024-1771,2024-02-14 00:00:00,2024-02-14 00:00:00,P3,Network,SRV-C-086,Microservice-130,Hardware Fault,Reconfigured load balancer session persistence,0,Single service degradation,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0504,No
INC-2024-1772,2024-06-17 00:00:00,2024-06-17 00:00:00,P4,Network,SRV-E-109,Microservice-082,Switch Port Flap,Replaced failed DIMM module,0,Internal operations affected,Platform Engineering,Yes,Yes,Level 0,CR-2024-0536,No
INC-2024-1773,2024-05-27 00:00:00,2024-05-27 00:00:00,P3,Compute,SRV-W-062,API-Gateway,Firmware Regression,Expanded swap partition to alleviate memory pressure,5,Single service degradation,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0438,No
INC-2024-1774,2024-10-17 00:00:00,2024-10-17 00:00:00,P4,Backup,SRV-C-059,Email-Exchange,Software Bug,Expanded swap partition to alleviate memory pressure,0,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,,No
INC-2024-1775,2024-10-10 00:00:00,2024-10-10 00:00:00,P4,Backup,SRV-E-053,Microservice-047,Hardware Fault,Cleared storage log partition to free up space,10,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0361,No
INC-2024-1776,2024-03-18 00:00:00,2024-03-18 00:00:00,P4,Storage,SRV-C-107,Microservice-135,Disk Latency Spike,Reset IPMI controller firmware,30,Internal operations affected,Application Support,Yes,Yes,Level 0,,No
